3457.0,6903.0,0.501,38.0,179.0,0.212,3419.0,6724.0,0.508,1985.0,2563.0,0.774,1227.0,2475.0,3702.0,1925.0,729.0,514.0,1672.0,2058.0,8937.0,109.0,18.0,21.0,4.0,10.0,7.0,15.0,17.0,22.0,4.0,4.0,4.0,4.0,9.0,7.0,6.0,21.0,12.0,6.0,20.0,12.0,10.0,10.0,3527.0,7209.0,0.489,52.0,223.0,0.233,3475.0,6986.0,0.497,1669.0,2211.0,0.755,1145.0,2096.0,3241.0,1950.0,784.0,441.0,1502.0,2135.0,8775.0,107.0,13.0,12.0,13.0,21.0,23.0,12.0,11.0,9.0,13.0,6.0,5.0,17.0,6.0,1.0,1.0,4.0,18.0,14.0,13.0,19.0,11.0,11.0,46.0,36.0,1.98,0.37,2.34,107.8,105.8,100.6,0.371,0.026,0.504,17.2,36.9,0.288,0.493,15.5,68.4,0.232,7.0,7.0,7.0,7.0,6.0,6.0,14.0,17.0,3.0,7.0,4.0,21.0,3.0,3.0,13.0,12.0,2.0,5.0,1981,0
3572.0,7151.0,0.5,49.0,168.0,0.292,3523.0,6983.0,0.505,1576.0,2206.0,0.714,1037.0,2450.0,3487.0,2271.0,719.0,385.0,1448.0,2092.0,8769.0,106.9,9.0,15.0,5.0,7.0,9.0,2.0,9.0,16.0,5.0,19.0,18.0,23.0,22.0,8.0,16.0,4.0,14.0,17.0,7.0,9.0,14.0,14.0,3424.0,7117.0,0.481,31.0,153.0,0.203,3393.0,6964.0,0.487,1889.0,2500.0,0.756,1138.0,2510.0,3648.0,1857.0,717.0,383.0,1520.0,2015.0,8768.0,106.9,6.0,8.0,9.0,3.0,8.0,2.0,7.0,8.0,9.0,20.0,19.0,18.0,5.0,21.0,16.0,1.0,11.0,5.0,12.0,9.0,10.0,10.0,41.0,41.0,0.01,-0.51,-0.49,104.7,104.7,101.3,0.308,0.023,0.503,15.1,29.2,0.22,0.483,15.6,68.3,0.265,13.0,13.0,12.0,19.0,13.0,14.0,9.0,10.0,16.0,10.0,5.0,7.0,22.0,19.0,9.0,11.0,3.0,19.0,1981,5
3581.0,7099.0,0.504,65.0,241.0,0.27,3516.0,6858.0,0.513,1781.0,2369.0,0.752,1155.0,2424.0,3579.0,2202.0,683.0,594.0,1577.0,1990.0,9008.0,109.9,7.0,17.0,3.0,3.0,3.0,7.0,10.0,19.0,3.0,13.0,13.0,11.0,16.0,10.0,13.0,7.0,17.0,2.0,16.0,18.0,8.0,8.0,3372.0,7296.0,0.462,30.0,139.0,0.216,3342.0,7157.0,0.467,1752.0,2277.0,0.769,1192.0,2174.0,3366.0,1890.0,736.0,351.0,1473.0,2059.0,8526.0,104.0,4.0,15.0,3.0,2.0,4.0,7.0,4.0,16.0,3.0,9.0,7.0,23.0,13.0,2.0,3.0,2.0,13.0,1.0,15.0,13.0,2.0,2.0,56.0,26.0,5.88,0.17,6.05,108.4,102.6,100.8,0.334,0.034,0.509,16.2,34.7,0.251,0.464,15.1,67.0,0.24,3.0,3.0,3.0,9.0,3.0,5.0,4.0,16.0,9.0,2.0,3.0,17.0,7.0,8.0,3.0,15.0,9.0,9.0,1981,12
3587.0,7326.0,0.49,35.0,161.0,0.217,3552.0,7165.0,0.496,1810.0,2430.0,0.745,1234.0,2490.0,3724.0,2205.0,876.0,416.0,1733.0,1996.0,9019.0,110.0,6.0,8.0,9.0,11.0,12.0,14.0,7.0,10.0,8.0,10.0,8.0,15.0,8.0,6.0,4.0,6.0,2.0,13.0,22.0,16.0,7.0,7.0,3368.0,7221.0,0.466,69.0,209.0,0.33,3299.0,7012.0,0.47,1762.0,2383.0,0.739,1160.0,2284.0,3444.0,1970.0,912.0,401.0,1752.0,2116.0,8567.0,104.5,3.0,14.0,6.0,23.0,22.0,23.0,3.0,11.0,5.0,11.0,12.0,2.0,10.0,7.0,5.0,5.0,23.0,10.0,2.0,18.0,3.0,3.0,55.0,27.0,5.51,-0.68,4.83,104.6,99.4,104.7,0.332,0.022,0.492,17.1,35.1,0.247,0.471,17.5,68.2,0.244,4.0,4.0,4.0,22.0,4.0,15.0,1.0,3.0,12.0,12.0,9.0,20.0,6.0,11.0,6.0,2.0,4.0,11.0,1981,3
3636.0,7073.0,0.514,19.0,84.0,0.226,3617.0,6989.0,0.518,1865.0,2427.0,0.768,1091.0,2618.0,3709.0,2369.0,857.0,591.0,1702.0,2061.0,9156.0,111.7,5.0,18.0,1.0,19.0,21.0,13.0,5.0,15.0,1.0,6.0,9.0,8.0,21.0,1.0,5.0,1.0,5.0,3.0,21.0,11.0,4.0,4.0,3307.0,7337.0,0.451,48.0,200.0,0.24,3259.0,7137.0,0.457,1850.0,2487.0,0.744,1286.0,2287.0,3573.0,2033.0,818.0,379.0,1642.0,2044.0,8512.0,103.8,1.0,16.0,1.0,19.0,21.0,13.0,1.0,15.0,1.0,17.0,18.0,8.0,21.0,8.0,12.0,7.0,22.0,4.0,7.0,10.0,1.0,1.0,60.0,22.0,7.85,-0.09,7.76,107.0,99.5,103.4,0.343,0.012,0.515,17.3,32.3,0.264,0.454,16.3,67.1,0.252,1.0,1.0,1.0,11.0,1.0,8.0,2.0,5.0,8.0,21.0,1.0,22.0,17.0,6.0,1.0,8.0,8.0,17.0,1981,7
3573.0,7335.0,0.487,21.0,118.0,0.178,3552.0,7217.0,0.492,1711.0,2223.0,0.77,1216.0,2347.0,3563.0,2099.0,705.0,390.0,1451.0,1901.0,8878.0,108.3,8.0,7.0,12.0,18.0,17.0,18.0,7.0,7.0,12.0,15.0,17.0,6.0,10.0,15.0,14.0,9.0,15.0,15.0,8.0,22.0,11.0,11.0,3617.0,7341.0,0.493,49.0,171.0,0.287,3568.0,7170.0,0.498,1568.0,2108.0,0.744,1177.0,2367.0,3544.0,2191.0,689.0,367.0,1430.0,1977.0,8851.0,107.9,20.0,17.0,14.0,20.0,15.0,20.0,19.0,17.0,14.0,2.0,2.0,7.0,12.0,11.0,10.0,19.0,4.0,3.0,18.0,6.0,14.0,14.0,42.0,40.0,0.33,-0.53,-0.2,107.0,106.7,100.5,0.303,0.016,0.489,14.9,33.9,0.233,0.496,14.7,66.6,0.214,11.0,11.0,11.0,20.0,12.0,9.0,16.0,18.0,19.0,18.0,12.0,5.0,10.0,17.0,14.0,16.0,11.0,3.0,1981,10
3400.0,7168.0,0.474,59.0,236.0,0.25,3341.0,6932.0,0.482,1626.0,2105.0,0.772,1047.0,2583.0,3630.0,1983.0,643.0,397.0,1390.0,2072.0,8485.0,103.5,19.0,16.0,19.0,5.0,5.0,14.0,19.0,17.0,18.0,18.0,23.0,3.0,22.0,1.0,10.0,16.0,17.0,15.0,7.0,15.0,20.0,20.0,3362.0,7229.0,0.465,44.0,183.0,0.24,3318.0,7046.0,0.471,1645.0,2237.0,0.735,1110.0,2516.0,3626.0,1889.0,624.0,543.0,1325.0,1907.0,8413.0,102.6,5.0,13.0,2.0,8.0,8.0,8.0,6.0,13.0,2.0,8.0,10.0,5.0,3.0,19.0,16.0,3.0,3.0,21.0,22.0,1.0,2.0,2.0,43.0,39.0,0.88,0.19,1.06,103.3,102.5,99.4,0.294,0.033,0.478,14.7,29.4,0.227,0.468,13.9,69.9,0.228,9.0,9.0,9.0,8.0,8.0,20.0,5.0,17.0,22.0,5.0,19.0,12.0,23.0,17.0,2.0,19.0,1.0,10.0,1982,1
3505.0,7178.0,0.488,38.0,153.0,0.248,3467.0,7025.0,0.494,1747.0,2362.0,0.74,1103.0,2544.0,3647.0,2103.0,691.0,460.0,1351.0,2057.0,8795.0,107.3,15.0,14.0,14.0,16.0,14.0,15.0,13.0,13.0,15.0,9.0,10.0,13.0,20.0,2.0,7.0,9.0,12.0,10.0,6.0,16.0,12.0,12.0,3411.0,7407.0,0.461,48.0,201.0,0.239,3363.0,7206.0,0.467,1586.0,2183.0,0.727,1241.0,2420.0,3661.0,1994.0,660.0,311.0,1405.0,2150.0,8456.0,103.1,7.0,19.0,1.0,10.0,16.0,7.0,7.0,19.0,1.0,5.0,7.0,3.0,19.0,15.0,19.0,9.0,6.0,1.0,14.0,12.0,5.0,5.0,52.0,30.0,4.13,-0.45,3.69,106.4,102.3,100.0,0.329,0.021,0.491,14.1,31.3,0.243,0.464,14.4,67.2,0.214,5.0,5.0,5.0,21.0,5.0,12.0,3.0,13.0,10.0,14.0,14.0,6.0,18.0,8.0,1.0,15.0,10.0,5.0,1982,1
3544.0,7015.0,0.505,49.0,164.0,0.299,3495.0,6851.0,0.51,1753.0,2329.0,0.753,1167.0,2415.0,3582.0,2233.0,763.0,455.0,1589.0,2281.0,8890.0,108.4,12.0,20.0,4.0,12.0,13.0,3.0,11.0,18.0,6.0,8.0,14.0,7.0,11.0,10.0,12.0,5.0,4.0,11.0,20.0,4.0,11.0,11.0,3297.0,7066.0,0.467,57.0,224.0,0.254,3240.0,6842.0,0.474,1790.0,2470.0,0.725,1172.0,2155.0,3327.0,2016.0,720.0,350.0,1538.0,2189.0,8441.0,102.9,2.0,8.0,4.0,18.0,22.0,11.0,2.0,5.0,4.0,12.0,15.0,2.0,15.0,1.0,2.0,10.0,17.0,2.0,5.0,17.0,4.0,4.0,55.0,27.0,5.48,-0.1,5.38,107.7,102.3,100.0,0.332,0.023,0.509,16.5,35.1,0.25,0.471,15.9,67.3,0.253,3.0,3.0,3.0,14.0,3.0,9.0,1.0,14.0,8.0,13.0,4.0,21.0,4.0,6.0,4.0,6.0,9.0,13.0,1982,2
3919.0,7585.0,0.517,13.0,94.0,0.138,3906.0,7491.0,0.521,1549.0,2161.0,0.717,1258.0,2505.0,3763.0,2356.0,848.0,517.0,1468.0,1999.0,9400.0,114.6,2.0,3.0,3.0,23.0,23.0,23.0,2.0,2.0,3.0,23.0,20.0,23.0,4.0,6.0,2.0,1.0,3.0,5.0,13.0,22.0,2.0,2.0,3745.0,7679.0,0.488,78.0,213.0,0.366,3667.0,7466.0,0.491,1433.0,2008.0,0.714,1275.0,2255.0,3530.0,2319.0,718.0,435.0,1483.0,2004.0,9001.0,109.8,20.0,22.0,10.0,23.0,21.0,23.0,19.0,22.0,10.0,1.0,1.0,1.0,21.0,4.0,12.0,22.0,16.0,13.0,7.0,2.0,15.0,15.0,53.0,29.0,4.87,-0.5,4.37,110.2,105.5,103.1,0.285,0.012,0.518,14.7,35.8,0.204,0.493,14.8,66.3,0.187,4.0,4.0,4.0,22.0,4.0,2.0,10.0,4.0,23.0,23.0,3.0,13.0,2.0,23.0,10.0,10.0,16.0,1.0,1982,12
